0.000000000,1.000000000,0.000000000,3.435000000,100.000000000
0.010000000,0.999944444,0.000416667,3.132544444,91.400000000
0.020000000,0.999888889,0.000833218,3.150089005,104.600000000
0.030000000,0.999833333,0.001249653,3.177633681,96.000000000
0.040000000,0.999777778,0.001665972,3.189178472,98.800000000
0.050000000,0.999722222,0.002082176,3.050723379,94.600000000
0.060000000,0.999666667,0.002498265,3.162268402,98.000000000
0.070000000,0.999611111,0.002914237,3.115813541,108.400000000
0.080000000,0.999555556,0.003330094,3.037358794,107.400000000
0.090000000,0.999500000,0.003745836,3.088904164,95.400000000
0.100000000,0.999444444,0.004161462,3.054449649,98.000000000
0.110000000,0.999388889,0.004576973,3.167995249,90.600000000
0.120000000,0.999333333,0.004992368,3.143540965,91.800000000
0.130000000,0.999277778,0.005407648,3.095086796,102.000000000
0.140000000,0.999222222,0.005822813,3.184632743,109.800000000
0.150000000,0.999166667,0.006237862,3.098178805,93.200000000
0.160000000,0.999111111,0.006652796,3.079724982,109.400000000
0.170000000,0.999055556,0.007067614,3.161271274,92.400000000
0.180000000,0.999000000,0.007482318,3.092817682,92.000000000
0.190000000,0.998944444,0.007896906,3.124364205,105.800000000
0.200000000,0.998888889,0.008311379,3.067910843,105.800000000
0.210000000,0.998833333,0.008725737,3.169457596,103.400000000
0.220000000,0.998777778,0.009139980,3.097004464,108.600000000
0.230000000,0.998722222,0.009554108,3.114551448,107.000000000
0.240000000,0.998666667,0.009968121,3.206098546,95.600000000
0.250000000,0.998611111,0.010382018,3.137645760,108.800000000
0.260000000,0.998555556,0.010795801,3.129193088,90.200000000
0.270000000,0.998500000,0.011209469,3.110740531,91.600000000
0.280000000,0.998444444,0.011623022,3.202288089,103.600000000
0.290000000,0.998388889,0.012036460,3.213835762,94.800000000
0.300000000,0.998333333,0.012449783,3.027383550,96.000000000
0.310000000,0.998277778,0.012862991,3.152931453,94.400000000
0.320000000,0.998222222,0.013276085,3.068479470,99.800000000
0.330000000,0.998166667,0.013689064,3.126027603,90.200000000
