Time(s),Actual_State_Of_Charge,Estimated_State_Of_Charge
32.74,0.901389,0.911184
32.75,0.901333,0.907077
32.76,0.901278,0.906514
32.77,0.901222,0.904740
32.78,0.901167,0.909965
32.79,0.901111,0.909621
32.80,0.901056,0.908066
32.81,0.901000,0.908159
32.82,0.900944,0.904726
32.83,0.900889,0.908881
32.84,0.900833,0.914531
32.85,0.900778,0.914210
32.86,0.900722,0.906777
32.87,0.900667,0.903981
32.88,0.900611,0.897736
32.89,0.900556,0.902228
32.90,0.900500,0.897020
32.91,0.900444,0.898621
32.92,0.900389,0.892814
32.93,0.900333,0.888461
32.94,0.900278,0.886140
32.95,0.900222,0.887948
32.96,0.900167,0.886636
32.97,0.900111,0.887203
32.98,0.900056,0.892049
32.99,0.900000,0.894614
33.00,0.899944,0.895268
33.01,0.899889,0.902203
33.02,0.899833,0.907492
33.03,0.899778,0.904564
33.04,0.899722,0.904634
33.05,0.899667,0.905394
33.06,0.899611,0.905513
33.07,0.899556,0.908864
33.08,0.899500,0.910661
33.09,0.899444,0.906786
33.10,0.899389,0.901395
33.11,0.899333,0.903157
33.12,0.899278,0.908728
33.13,0.899222,0.909443
33.14,0.899167,0.906901
33.15,0.899111,0.908672
33.16,0.899056,0.908539
33.17,0.899000,0.908950
33.18,0.898944,0.913363
33.19,0.898889,0.913642
33.20,0.898833,0.907655
33.21,0.898778,0.905069
33.22,0.898722,0.904329
33.23,0.898667,0.908091
33.24,0.898611,0.904794
33.25,0.898556,0.904988
33.26,0.898500,0.907801
33.27,0.898444,0.909532
33.28,0.898389,0.911912
33.29,0.898333,0.918172
33.30,0.898278,0.922019
33.31,0.898222,0.914146
33.32,0.898167,0.914226
33.33,0.898111,0.910586
33.34,0.898056,0.905954
33.35,0.898000,0.902300
33.36,0.897944,0.901916
33.37,0.897889,0.903946
33.38,0.897833,0.903438
33.39,0.897778,0.907370
33.40,0.897722,0.906696
33.41,0.897667,0.904945
33.42,0.897611,0.908831
33.43,0.897556,0.909894
33.44,0.897500,0.908601
33.45,0.897444,0.907653
33.46,0.897389,0.904082
33.47,0.897333,0.903408
33.48,0.897278,0.901660
33.49,0.897222,0.903610
33.50,0.897167,0.906825
33.51,0.897111,0.910966
33.52,0.897056,0.910869
33.53,0.897000,0.908905
33.54,0.896944,0.911430
33.55,0.896889,0.915286
33.56,0.896833,0.912576
33.57,0.896778,0.912580
33.58,0.896722,0.905887
33.59,0.896667,0.906308
33.60,0.896611,0.908196
33.61,0.896556,0.906835
33.62,0.896500,0.899427
33.63,0.896444,0.897055
33.64,0.896389,0.899973
33.65,0.896333,0.901017
33.66,0.896278,0.900392
33.67,0.896222,0.903370
33.68,0.896167,0.899006
33.69,0.896111,0.896630
33.70,0.896056,0.897990
33.71,0.896000,0.894624
33.72,0.895944,0.896190
33.73,0.895889,0.894665
33.74,0.895833,0.893413
33.75,0.895778,0.888204
33.76,0.895722,0.892914
33.77,0.895667,0.892955
33.78,0.895611,0.890175
33.79,0.895556,0.890291
33.80,0.895500,0.887031
33.81,0.895444,0.888165
33.82,0.895389,0.890447
33.83,0.895333,0.889058
33.84,0.895278,0.893666
33.85,0.895222,0.893520
33.86,0.895167,0.898162
33.87,0.895111,0.901499
33.88,0.895056,0.900507
33.89,0.895000,0.904723
33.90,0.894944,0.898851
33.91,0.894889,0.898789
33.92,0.894833,0.897002
33.93,0.894778,0.890626
33.94,0.894722,0.888271
33.95,0.894667,0.889204
33.96,0.894611,0.890026
33.97,0.894556,0.891769
33.98,0.894500,0.888588
33.99,0.894444,0.882500
34.00,0.894389,0.879881
34.01,0.894333,0.881505
34.02,0.894278,0.883318
34.03,0.894222,0.888698
34.04,0.894167,0.887554
34.05,0.894111,0.888013
34.06,0.894056,0.889715
34.07,0.894000,0.893891
34.08,0.893944,0.898031
34.09,0.893889,0.897639
34.10,0.893833,0.898521
34.11,0.893778,0.899381
34.12,0.893722,0.900138
34.13,0.893667,0.898582
34.14,0.893611,0.893272
34.15,0.893556,0.898295
34.16,0.893500,0.901361
34.17,0.893444,0.902132
34.18,0.893389,0.902720
34.19,0.893333,0.898944
34.20,0.893278,0.892500
34.21,0.893222,0.893029
34.22,0.893167,0.894888
34.23,0.893111,0.894875
34.24,0.893056,0.896761
34.25,0.893000,0.896538
34.26,0.892944,0.895845
34.27,0.892889,0.898892
34.28,0.892833,0.895754
34.29,0.892778,0.899118
34.30,0.892722,0.893751
34.31,0.892667,0.893998
34.32,0.892611,0.900104
34.33,0.892556,0.906041
34.34,0.892500,0.911894
34.35,0.892444,0.908861
34.36,0.892389,0.911380
34.37,0.892333,0.910736
34.38,0.892278,0.912490
34.39,0.892222,0.910700
34.40,0.892167,0.911260
34.41,0.892111,0.905446
34.42,0.892056,0.910755
34.43,0.892000,0.912105
34.44,0.891944,0.907135
34.45,0.891889,0.903094
34.46,0.891833,0.901148
34.47,0.891778,0.901957
34.48,0.891722,0.895507
34.49,0.891667,0.898700
34.50,0.891611,0.896953
34.51,0.891556,0.898196
34.52,0.891500,0.893826
34.53,0.891444,0.900727
34.54,0.891389,0.900268
34.55,0.891333,0.898463
34.56,0.891278,0.895191
34.57,0.891222,0.897272
34.58,0.891167,0.898654
34.59,0.891111,0.893698
34.60,0.891056,0.894940
34.61,0.891000,0.891439
34.62,0.890944,0.885559
34.63,0.890889,0.882873
34.64,0.890833,0.880736
34.65,0.890778,0.879377
34.66,0.890722,0.877091
34.67,0.890667,0.872073
34.68,0.890611,0.871585
34.69,0.890556,0.869272
34.70,0.890500,0.871821
34.71,0.890444,0.871418
34.72,0.890389,0.869425
34.73,0.890333,0.870290
34.74,0.890278,0.869605
34.75,0.890222,0.870061
34.76,0.890167,0.876425
34.77,0.890111,0.876124
34.78,0.890056,0.874469
34.79,0.890000,0.868294
34.80,0.889944,0.865974
34.81,0.889889,0.863875
34.82,0.889833,0.864002
34.83,0.889778,0.869330
34.84,0.889722,0.872503
34.85,0.889667,0.871898
34.86,0.889611,0.867459
34.87,0.889556,0.865951
34.88,0.889500,0.874032
34.89,0.889444,0.873861
34.90,0.889389,0.873930
34.91,0.889333,0.872795
34.92,0.889278,0.874097
34.93,0.889222,0.875361
34.94,0.889167,0.876429
34.95,0.889111,0.880119
34.96,0.889056,0.882420
34.97,0.889000,0.881520
34.98,0.888944,0.879757
34.99,0.888889,0.879654
35.00,0.888889,0.873489
35.01,0.888889,0.874258
35.02,0.888889,0.881848
35.03,0.888889,0.878436
35.04,0.888889,0.881645
35.05,0.888889,0.883151
35.06,0.888889,0.883734
35.07,0.888889,0.883815
35.08,0.888889,0.886712
35.09,0.888889,0.888965
35.10,0.888889,0.892686
35.11,0.888889,0.886462
35.12,0.888889,0.892676
35.13,0.888889,0.891612
35.14,0.888889,0.885578
35.15,0.888889,0.886492
35.16,0.888889,0.880678
35.17,0.888889,0.874865
35.18,0.888889,0.873094
35.19,0.888889,0.872260
35.20,0.888889,0.879122
35.21,0.888889,0.881024
35.22,0.888889,0.882796
35.23,0.888889,0.884674
35.24,0.888889,0.882296
35.25,0.888889,0.886538
35.26,0.888889,0.883625
35.27,0.888889,0.885322
35.28,0.888889,0.882436
35.29,0.888889,0.882632
35.30,0.888889,0.882331
35.31,0.888889,0.881719
35.32,0.888889,0.880637
35.33,0.888889,0.884447
35.34,0.888889,0.881345
35.35,0.888889,0.875491
35.36,0.888889,0.880829
35.37,0.888889,0.880501
35.38,0.888889,0.882049
35.39,0.888889,0.880632
35.40,0.888889,0.878443
35.41,0.888889,0.873067
35.42,0.888889,0.871254
35.43,0.888889,0.866486
35.44,0.888889,0.869570
35.45,0.888889,0.875409
35.46,0.888889,0.878241
35.47,0.888889,0.881315
35.48,0.888889,0.879992
35.49,0.888889,0.878388
35.50,0.888889,0.877152
35.51,0.888889,0.883270
35.52,0.888889,0.882459
35.53,0.888889,0.882246
35.54,0.888889,0.889362
35.55,0.888889,0.883413
35.56,0.888889,0.882190
35.57,0.888889,0.879377
35.58,0.888889,0.878676
35.59,0.888889,0.877753
35.60,0.888889,0.872373
35.61,0.888889,0.871383
35.62,0.888889,0.871560
35.63,0.888889,0.870268
35.64,0.888889,0.868524
35.65,0.888889,0.863402
35.66,0.888889,0.864297
35.67,0.888889,0.860354
35.68,0.888889,0.858315
35.69,0.888889,0.859849
35.70,0.888889,0.863135
35.71,0.888889,0.865183
35.72,0.888889,0.865373
35.73,0.888889,0.867276
35.74,0.888889,0.870764
35.75,0.888889,0.873007
35.76,0.888889,0.876331
35.77,0.888889,0.884143
35.78,0.888889,0.883878
35.79,0.888889,0.886980
35.80,0.888889,0.885163
35.81,0.888889,0.883320
35.82,0.888889,0.888322
35.83,0.888889,0.884909
35.84,0.888889,0.885523
35.85,0.888889,0.886373
35.86,0.888889,0.885805
35.87,0.888889,0.882297
35.88,0.888889,0.879543
35.89,0.888889,0.880394
35.90,0.888889,0.883192
35.91,0.888889,0.890012
35.92,0.888889,0.887205
35.93,0.888889,0.888657
35.94,0.888889,0.885557
35.95,0.888889,0.883534
35.96,0.888889,0.886244
35.97,0.888889,0.885104
35.98,0.888889,0.878241
35.99,0.888889,0.875519
36.00,0.888889,0.874187
36.01,0.888889,0.878975
36.02,0.888889,0.878609
36.03,0.888889,0.877843
36.04,0.888889,0.880885
36.05,0.888889,0.881045
36.06,0.888889,0.884902
36.07,0.888889,0.886351
36.08,0.888889,0.888002
36.09,0.888889,0.890343
36.10,0.888889,0.889735
36.11,0.888889,0.889728
36.12,0.888889,0.884447
36.13,0.888889,0.886156
36.14,0.888889,0.888966
36.15,0.888889,0.885265
36.16,0.888889,0.883483
36.17,0.888889,0.886704
36.18,0.888889,0.887604
36.19,0.888889,0.884022
36.20,0.888889,0.883349
36.21,0.888889,0.882863
36.22,0.888889,0.880491
36.23,0.888889,0.878269
36.24,0.888889,0.878998
36.25,0.888889,0.878222
36.26,0.888889,0.877633
36.27,0.888889,0.879874
36.28,0.888889,0.881141
36.29,0.888889,0.880388
36.30,0.888889,0.880569
36.31,0.888889,0.881651
36.32,0.888889,0.881709
36.33,0.888889,0.884166
36.34,0.888889,0.888204
36.35,0.888889,0.888238
36.36,0.888889,0.889517
36.37,0.888889,0.885871
36.38,0.888889,0.881834
36.39,0.888889,0.882134
36.40,0.888889,0.886321
36.41,0.888889,0.879867
36.42,0.888889,0.875919
36.43,0.888889,0.876225
36.44,0.888889,0.877189
36.45,0.888889,0.877876
36.46,0.888889,0.874065
36.47,0.888889,0.874926
36.48,0.888889,0.875757
36.49,0.888889,0.875653
36.50,0.888889,0.875390
36.51,0.888889,0.876547
36.52,0.888889,0.874014
36.53,0.888889,0.869065
36.54,0.888889,0.873729
36.55,0.888889,0.872192
36.56,0.888889,0.870034
36.57,0.888889,0.870510
36.58,0.888889,0.876296
36.59,0.888889,0.878174
36.60,0.888889,0.880665
36.61,0.888889,0.880002
36.62,0.888889,0.874370
36.63,0.888889,0.876719
36.64,0.888889,0.877504
36.65,0.888889,0.882766
36.66,0.888889,0.877384
36.67,0.888889,0.873655
36.68,0.888889,0.868371
36.69,0.888889,0.868152
36.70,0.888889,0.867192
36.71,0.888889,0.872758
36.72,0.888889,0.872662
36.73,0.888889,0.873482
36.74,0.888889,0.881118
36.75,0.888889,0.879193
36.76,0.888889,0.874821
36.77,0.888889,0.869657
36.78,0.888889,0.864893
36.79,0.888889,0.872703
36.80,0.888889,0.871774
36.81,0.888889,0.878635
36.82,0.888889,0.882040
36.83,0.888889,0.883093
36.84,0.888889,0.878099
36.85,0.888889,0.878678
36.86,0.888889,0.878326
36.87,0.888889,0.879149
36.88,0.888889,0.877441
36.89,0.888889,0.882561
36.90,0.888889,0.885105
36.91,0.888889,0.889331
36.92,0.888889,0.886660
36.93,0.888889,0.892515
36.94,0.888889,0.894853
36.95,0.888889,0.895949
36.96,0.888889,0.892576
36.97,0.888889,0.895085
36.98,0.888889,0.897603
36.99,0.888889,0.896275
37.00,0.888889,0.898840
37.01,0.888889,0.892278
37.02,0.888889,0.892529
37.03,0.888889,0.895624
37.04,0.888889,0.897623
37.05,0.888889,0.894365
37.06,0.888889,0.894222
37.07,0.888889,0.894837
37.08,0.888889,0.898201
37.09,0.888889,0.898365
37.10,0.888889,0.902886
37.11,0.888889,0.906440
37.12,0.888889,0.902581
37.13,0.888889,0.902028
37.14,0.888889,0.903002
37.15,0.888889,0.901842
37.16,0.888889,0.901646
37.17,0.888889,0.898846
37.18,0.888889,0.900327
37.19,0.888889,0.903450
37.20,0.888889,0.897733
37.21,0.888889,0.895295
37.22,0.888889,0.898232
37.23,0.888889,0.903523
37.24,0.888889,0.909504
37.25,0.888889,0.911942
37.26,0.888889,0.906138
37.27,0.888889,0.905894
37.28,0.888889,0.904650
37.29,0.888889,0.900322
37.30,0.888889,0.899827
37.31,0.888889,0.902296
37.32,0.888889,0.894997
37.33,0.888889,0.895668
37.34,0.888889,0.895312
37.35,0.888889,0.893105
37.36,0.888889,0.895940
37.37,0.888889,0.895484
37.38,0.888889,0.895047
37.39,0.888889,0.898756
37.40,0.888889,0.894845
37.41,0.888889,0.893750
37.42,0.888889,0.898515
37.43,0.888889,0.893254
37.44,0.888889,0.890681
37.45,0.888889,0.883200
37.46,0.888889,0.887943
37.47,0.888889,0.881639
37.48,0.888889,0.880929
37.49,0.888889,0.881427
37.50,0.888889,0.883011
37.51,0.888889,0.881920
37.52,0.888889,0.881965
37.53,0.888889,0.883870
37.54,0.888889,0.885127
37.55,0.888889,0.883808
37.56,0.888889,0.882864
37.57,0.888889,0.887542
37.58,0.888889,0.887588
37.59,0.888889,0.892552
37.60,0.888889,0.886690
37.61,0.888889,0.889223
37.62,0.888889,0.885746
37.63,0.888889,0.890261
37.64,0.888889,0.894726
37.65,0.888889,0.892784
37.66,0.888889,0.896159
37.67,0.888889,0.901217
37.68,0.888889,0.903753
37.69,0.888889,0.899421
37.70,0.888889,0.896745
37.71,0.888889,0.901960
37.72,0.888889,0.898701
37.73,0.888889,0.902161
37.74,0.888889,0.904924
37.75,0.888889,0.898089
37.76,0.888889,0.897405
37.77,0.888889,0.894702
37.78,0.888889,0.898114
37.79,0.888889,0.898621
37.80,0.888889,0.898775
37.81,0.888889,0.898754
37.82,0.888889,0.899240
37.83,0.888889,0.898693
37.84,0.888889,0.895266
37.85,0.888889,0.900029
37.86,0.888889,0.899799
37.87,0.888889,0.907067
37.88,0.888889,0.901600
37.89,0.888889,0.904471
37.90,0.888889,0.907854
37.91,0.888889,0.911139
37.92,0.888889,0.913220
37.93,0.888889,0.912769
37.94,0.888889,0.909086
37.95,0.888889,0.910972
37.96,0.888889,0.911866
37.97,0.888889,0.911623
37.98,0.888889,0.910283
37.99,0.888889,0.908125
38.00,0.888889,0.907223
38.01,0.888889,0.899007
38.02,0.888889,0.894960
38.03,0.888889,0.895388
38.04,0.888889,0.896066
38.05,0.888889,0.895013
38.06,0.888889,0.895359
38.07,0.888889,0.894070
38.08,0.888889,0.892985
38.09,0.888889,0.889114
38.10,0.888889,0.888693
38.11,0.888889,0.892899
38.12,0.888889,0.896124
38.13,0.888889,0.898315
38.14,0.888889,0.903949
38.15,0.888889,0.905479
38.16,0.888889,0.910044
38.17,0.888889,0.908740
38.18,0.888889,0.906957
38.19,0.888889,0.902742
38.20,0.888889,0.906705
38.21,0.888889,0.902840
38.22,0.888889,0.900971
38.23,0.888889,0.897359
38.24,0.888889,0.899173
38.25,0.888889,0.898790
38.26,0.888889,0.898762
38.27,0.888889,0.897527
38.28,0.888889,0.898393
38.29,0.888889,0.896404
38.30,0.888889,0.888635
38.31,0.888889,0.888220
38.32,0.888889,0.892713
38.33,0.888889,0.890632
38.34,0.888889,0.889554
38.35,0.888889,0.893152
38.36,0.888889,0.897241
38.37,0.888889,0.889954
38.38,0.888889,0.892164
38.39,0.888889,0.891731
38.40,0.888889,0.891396
38.41,0.888889,0.890728
38.42,0.888889,0.888962
38.43,0.888889,0.881487
38.44,0.888889,0.879050
38.45,0.888889,0.882106
38.46,0.888889,0.877758
38.47,0.888889,0.883441
38.48,0.888889,0.878105
38.49,0.888889,0.874134
38.50,0.888889,0.870887
38.51,0.888889,0.874457
38.52,0.888889,0.876795
38.53,0.888889,0.877341
38.54,0.888889,0.870719
38.55,0.888889,0.871277
38.56,0.888889,0.875094
38.57,0.888889,0.882505
38.58,0.888889,0.883913
38.59,0.888889,0.881401
38.60,0.888889,0.880088
38.61,0.888889,0.886231
38.62,0.888889,0.888914
38.63,0.888889,0.888755
38.64,0.888889,0.882812
38.65,0.888889,0.887235
38.66,0.888889,0.891698
38.67,0.888889,0.889982
38.68,0.888889,0.889528
38.69,0.888889,0.891508
38.70,0.888889,0.890229
38.71,0.888889,0.895388
38.72,0.888889,0.889759
38.73,0.888889,0.887584
38.74,0.888889,0.885042
38.75,0.888889,0.883008
38.76,0.888889,0.878353
38.77,0.888889,0.879638
38.78,0.888889,0.877764
38.79,0.888889,0.881663
38.80,0.888889,0.875488
38.81,0.888889,0.882052
38.82,0.888889,0.876296
38.83,0.888889,0.882145
38.84,0.888889,0.887214
38.85,0.888889,0.882338
38.86,0.888889,0.882030
38.87,0.888889,0.881905
38.88,0.888889,0.879096
38.89,0.888889,0.876974
38.90,0.888889,0.871795
38.91,0.888889,0.870677
38.92,0.888889,0.870024
38.93,0.888889,0.876849
38.94,0.888889,0.878348
38.95,0.888889,0.881191
38.96,0.888889,0.881432
38.97,0.888889,0.883140
38.98,0.888889,0.879500
38.99,0.888889,0.878139
39.00,0.888889,0.881598
39.01,0.888889,0.882518
39.02,0.888889,0.876463
39.03,0.888889,0.880061
39.04,0.888889,0.882942
39.05,0.888889,0.878432
39.06,0.888889,0.883538
39.07,0.888889,0.888402
39.08,0.888889,0.893727
39.09,0.888889,0.898022
39.10,0.888889,0.897753
39.11,0.888889,0.904451
39.12,0.888889,0.904420
39.13,0.888889,0.900910
39.14,0.888889,0.900726
39.15,0.888889,0.897238
39.16,0.888889,0.894379
39.17,0.888889,0.892125
39.18,0.888889,0.892034
39.19,0.888889,0.894816
39.20,0.888889,0.889239
39.21,0.888889,0.888360
39.22,0.888889,0.886462
39.23,0.888889,0.888807
39.24,0.888889,0.893612
39.25,0.888889,0.886324
39.26,0.888889,0.885365
39.27,0.888889,0.887750
39.28,0.888889,0.892416
39.29,0.888889,0.891354
39.30,0.888889,0.888232
39.31,0.888889,0.884940
39.32,0.888889,0.885851
39.33,0.888889,0.882890
39.34,0.888889,0.886309
39.35,0.888889,0.883420
39.36,0.888889,0.881143
39.37,0.888889,0.882525
39.38,0.888889,0.878791
39.39,0.888889,0.878494
39.40,0.888889,0.878199
39.41,0.888889,0.882986
39.42,0.888889,0.879324
39.43,0.888889,0.875859
39.44,0.888889,0.876786
39.45,0.888889,0.877242
39.46,0.888889,0.877249
39.47,0.888889,0.876033
39.48,0.888889,0.879580
39.49,0.888889,0.877328
39.50,0.888889,0.875320
39.51,0.888889,0.881784
39.52,0.888889,0.886212
39.53,0.888889,0.884462
39.54,0.888889,0.882064
39.55,0.888889,0.884470
39.56,0.888889,0.881456
39.57,0.888889,0.884056
39.58,0.888889,0.880968
39.59,0.888889,0.884460
39.60,0.888889,0.880303
39.61,0.888889,0.886276
39.62,0.888889,0.879785
39.63,0.888889,0.882351
39.64,0.888889,0.880366
39.65,0.888889,0.883709
39.66,0.888889,0.881856
39.67,0.888889,0.886292
39.68,0.888889,0.881547
39.69,0.888889,0.878881
39.70,0.888889,0.874977
39.71,0.888889,0.883583
39.72,0.888889,0.877778
39.73,0.888889,0.879534
39.74,0.888889,0.880791
39.75,0.888889,0.874100
39.76,0.888889,0.876585
39.77,0.888889,0.881806
39.78,0.888889,0.885812
39.79,0.888889,0.887497
39.80,0.888889,0.882795
39.81,0.888889,0.884920
39.82,0.888889,0.887513
39.83,0.888889,0.890115
39.84,0.888889,0.896160
39.85,0.888889,0.896123
39.86,0.888889,0.892294
39.87,0.888889,0.895544
39.88,0.888889,0.895343
39.89,0.888889,0.897708
39.90,0.888889,0.899561
39.91,0.888889,0.898361
39.92,0.888889,0.894730
39.93,0.888889,0.896143
39.94,0.888889,0.899544
39.95,0.888889,0.895964
39.96,0.888889,0.891431
39.97,0.888889,0.887127
39.98,0.888889,0.887986
39.99,0.888889,0.891642
40.00,0.888833,0.887712
40.01,0.888778,0.892378
40.02,0.888722,0.889039
40.03,0.888667,0.889424
40.04,0.888611,0.895184
40.05,0.888556,0.886896
40.06,0.888500,0.886013
40.07,0.888444,0.883127
40.08,0.888389,0.881390
40.09,0.888333,0.876785
40.10,0.888278,0.885492
40.11,0.888222,0.892252
40.12,0.888167,0.892171
40.13,0.888111,0.885544
40.14,0.888056,0.883715
40.15,0.888000,0.884602
40.16,0.887944,0.885722
40.17,0.887889,0.885565
40.18,0.887833,0.883909
40.19,0.887778,0.876458
40.20,0.887722,0.875875
40.21,0.887667,0.875215
40.22,0.887611,0.879358
40.23,0.887556,0.885232
40.24,0.887500,0.891722
40.25,0.887444,0.887998
40.26,0.887389,0.888556
40.27,0.887333,0.890600
40.28,0.887278,0.883090
40.29,0.887222,0.883526
40.30,0.887167,0.883588
40.31,0.887111,0.882578
40.32,0.887056,0.875924
40.33,0.887000,0.871511
40.34,0.886944,0.876017
40.35,0.886889,0.875590
40.36,0.886833,0.875087
40.37,0.886778,0.867853
40.38,0.886722,0.870072
40.39,0.886667,0.874265
40.40,0.886611,0.876550
40.41,0.886556,0.876453
40.42,0.886500,0.879376
40.43,0.886444,0.878923
40.44,0.886389,0.879813
40.45,0.886333,0.882624
40.46,0.886278,0.882060
40.47,0.886222,0.883203
40.48,0.886167,0.889910
40.49,0.886111,0.889380
40.50,0.886056,0.887180
40.51,0.886000,0.881306
40.52,0.885944,0.888512
40.53,0.885889,0.891489
40.54,0.885833,0.889123
40.55,0.885778,0.885403
40.56,0.885722,0.888742
40.57,0.885667,0.892511
40.58,0.885611,0.886188
40.59,0.885556,0.889052
40.60,0.885500,0.885682
40.61,0.885444,0.879833
40.62,0.885389,0.882273
40.63,0.885333,0.874917
40.64,0.885278,0.876253
40.65,0.885222,0.880669
40.66,0.885167,0.886730
40.67,0.885111,0.885738
40.68,0.885056,0.883614
40.69,0.885000,0.880306
40.70,0.884944,0.880670
40.71,0.884889,0.880124
40.72,0.884833,0.879239
40.73,0.884778,0.873288
40.74,0.884722,0.870019
40.75,0.884667,0.872828
40.76,0.884611,0.880284
40.77,0.884556,0.879205
40.78,0.884500,0.885923
40.79,0.884444,0.888412
40.80,0.884389,0.888680
40.81,0.884333,0.888221
40.82,0.884278,0.893224
40.83,0.884222,0.899144
40.84,0.884167,0.902913
40.85,0.884111,0.893775
40.86,0.884056,0.897526
40.87,0.884000,0.891593
40.88,0.883944,0.890671
40.89,0.883889,0.889861
40.90,0.883833,0.891584
40.91,0.883778,0.894593
40.92,0.883722,0.901803
40.93,0.883667,0.902073
40.94,0.883611,0.904124
40.95,0.883556,0.905574
40.96,0.883500,0.908236
40.97,0.883444,0.900243
40.98,0.883389,0.900827
40.99,0.883333,0.904885
41.00,0.883278,0.910876
41.01,0.883222,0.909690
41.02,0.883167,0.912933
41.03,0.883111,0.915352
41.04,0.883056,0.918416
41.05,0.883000,0.919140
41.06,0.882944,0.920107
41.07,0.882889,0.923378
41.08,0.882833,0.919724
41.09,0.882778,0.917531
41.10,0.882722,0.909840
41.11,0.882667,0.914322
41.12,0.882611,0.919561
41.13,0.882556,0.919877
41.14,0.882500,0.917580
41.15,0.882444,0.910139
41.16,0.882389,0.912720
41.17,0.882333,0.913150
41.18,0.882278,0.910335
41.19,0.882222,0.915958
41.20,0.882167,0.920596
41.21,0.882111,0.921493
41.22,0.882056,0.924518
41.23,0.882000,0.921871
41.24,0.881944,0.916251
41.25,0.881889,0.914400
41.26,0.881833,0.914226
41.27,0.881778,0.921518
41.28,0.881722,0.922372
41.29,0.881667,0.918520
41.30,0.881611,0.915326
41.31,0.881556,0.909352
41.32,0.881500,0.907610
41.33,0.881444,0.906643
41.34,0.881389,0.903817
41.35,0.881333,0.904948
41.36,0.881278,0.909827
41.37,0.881222,0.910050
41.38,0.881167,0.908913
41.39,0.881111,0.908168
41.40,0.881056,0.901588
41.41,0.881000,0.894762
41.42,0.880944,0.893468
41.43,0.880889,0.894554
41.44,0.880833,0.888031
41.45,0.880778,0.890999
41.46,0.880722,0.899285
41.47,0.880667,0.902530
41.48,0.880611,0.905850
41.49,0.880556,0.902569
41.50,0.880500,0.901554
41.51,0.880444,0.898315
